%Arkansas hybrid precipitation index. alpha = 0; beta = 0; lagmax = 100
%year,month,tau=3,tau=10,tau=20,tau=36
1948,1,NaN,NaN,NaN,NaN
1948,2,NaN,NaN,NaN,NaN
1948,3,NaN,NaN,NaN,NaN
1948,4,NaN,NaN,NaN,NaN
1948,5,NaN,NaN,NaN,NaN
1948,6,NaN,NaN,NaN,NaN
1948,7,NaN,NaN,NaN,NaN
1948,8,NaN,NaN,NaN,NaN
1948,9,NaN,NaN,NaN,NaN
1948,10,NaN,NaN,NaN,NaN
1948,11,NaN,NaN,NaN,NaN
1948,12,NaN,NaN,NaN,NaN
1949,1,NaN,NaN,NaN,NaN
1949,2,NaN,NaN,NaN,NaN
1949,3,NaN,NaN,NaN,NaN
1949,4,NaN,NaN,NaN,NaN
1949,5,NaN,NaN,NaN,NaN
1949,6,NaN,NaN,NaN,NaN
1949,7,NaN,NaN,NaN,NaN
1949,8,NaN,NaN,NaN,NaN
1949,9,NaN,NaN,NaN,NaN
1949,10,NaN,NaN,NaN,NaN
1949,11,NaN,NaN,NaN,NaN
